group_id,long_weekend_days,strategy_weekend_days,cost_days,long_weekend_dist,days_weekenddays_diff,days_strategy_diff
28280,3,9,4,-12,2.0,-4.0
19670,3,9,4,-12,3.0,-3.0
22540,3,9,4,-12,2.0,-4.0
56456,3,9,4,-12,2.0,-4.0
3485,3,9,4,-11,3.0,-3.0
18659,3,9,4,-11,3.0,-3.0
40047,3,9,4,-11,3.0,-3.0
21461,3,9,4,-11,2.0,-4.0
59342,3,9,4,-10,2.0,-4.0
32223,3,9,4,-10,2.0,-4.0
61408,3,9,4,-10,3.0,-3.0
35902,3,9,4,-10,2.0,-4.0
1315,3,9,4,-10,2.0,-4.0
67992,3,9,4,-9,3.0,-3.0
52692,3,9,4,-8,2.0,-4.0
50208,3,9,4,-8,2.0,-4.0
27236,3,9,4,-8,2.0,-4.0
325,3,9,4,-8,2.0,-4.0
13804,3,9,4,-8,2.0,-4.0
36041,3,9,4,-8,2.0,-4.0
54126,3,9,4,-8,2.0,-4.0
4456,3,9,4,-7,2.0,-4.0
26612,3,9,4,-7,2.0,-4.0
66648,3,9,4,-7,3.0,-3.0
29011,3,9,4,-7,2.0,-4.0
63757,3,9,4,-7,3.0,-3.0
14075,3,9,4,-7,3.0,-3.0
45223,3,9,4,-7,2.0,-4.0
8631,3,9,4,-6,3.0,-3.0
66202,3,9,4,-6,2.0,-4.0
53750,3,9,4,-6,2.0,-4.0
43173,3,9,4,-5,2.0,-4.0
59293,3,9,4,-5,2.0,-4.0
35092,3,9,4,-5,2.0,-4.0
46197,3,9,4,-4,2.0,-4.0
2962,3,9,4,-4,2.0,-4.0
57908,3,9,4,-4,3.0,-3.0
44225,3,9,4,-4,3.0,-3.0
2340,3,9,4,-4,3.0,-3.0
29210,3,9,4,-3,3.0,-3.0
19124,3,9,4,-3,2.0,-4.0
20639,3,9,4,-3,3.0,-3.0
31910,3,9,4,-3,2.0,-4.0
7962,3,9,4,-3,2.0,-4.0
65045,3,9,4,-3,3.0,-3.0
68477,3,9,4,-2,2.0,-4.0
36517,3,9,4,-2,2.0,-4.0
30,3,9,4,-2,3.0,-3.0
16229,3,9,4,-2,3.0,-3.0
32940,3,9,4,-2,2.0,-4.0
17786,3,9,4,-2,2.0,-4.0
10986,3,9,4,-1,2.0,-4.0
40319,3,9,4,-1,2.0,-4.0
53603,3,9,4,-1,2.0,-4.0
17664,3,9,4,-1,2.0,-4.0
57178,3,9,4,-1,2.0,-4.0
18208,3,9,4,-1,2.0,-4.0
49198,3,9,4,-1,2.0,-4.0
67742,3,9,4,-1,2.0,-4.0
5308,3,9,4,-1,2.0,-4.0
46888,3,9,4,-1,2.0,-4.0
22036,3,9,4,0,2.0,-4.0
6883,3,9,4,0,2.0,-4.0
13811,3,9,4,0,2.0,-4.0
59323,3,9,4,1,2.0,-4.0
65684,3,9,4,1,2.0,-4.0
4342,3,9,4,1,2.0,-4.0
30053,3,9,4,1,3.0,-3.0
48745,3,9,4,1,2.0,-4.0
7352,3,9,4,1,2.0,-4.0
22205,3,9,4,1,2.0,-4.0
57691,3,9,4,1,2.0,-4.0
5081,3,9,4,1,2.0,-4.0
12199,3,9,4,3,3.0,-3.0
14752,3,9,4,3,3.0,-3.0
994,3,9,4,3,3.0,-3.0
37063,3,9,4,3,2.0,-4.0
57867,3,9,4,3,2.0,-4.0
43962,3,9,4,4,2.0,-4.0
44269,3,9,4,4,2.0,-4.0
51861,3,9,4,4,2.0,-4.0
17320,3,9,4,4,2.0,-4.0
33398,3,9,4,4,3.0,-3.0
29593,3,9,4,4,2.0,-4.0
1231,3,9,4,4,2.0,-4.0
10434,3,9,4,4,2.0,-4.0
67009,3,9,4,5,2.0,-4.0
48352,3,9,4,5,2.0,-4.0
44719,3,9,4,5,2.0,-4.0
8996,3,9,4,6,2.0,-4.0
51159,3,9,4,6,2.0,-4.0
17830,3,9,4,6,2.0,-4.0
18282,3,9,4,6,2.0,-4.0
50070,3,9,4,6,2.0,-4.0
10246,3,9,4,6,2.0,-4.0
6669,3,9,4,7,2.0,-4.0
31536,3,9,4,7,3.0,-3.0
2861,3,9,4,7,2.0,-4.0
55793,3,9,4,7,2.0,-4.0
16730,3,9,4,8,2.0,-4.0
63102,3,9,4,8,2.0,-4.0
8099,3,9,4,8,2.0,-4.0
56266,3,9,4,8,2.0,-4.0
37769,3,9,4,8,2.0,-4.0
17546,3,9,4,8,2.0,-4.0
50437,3,9,4,9,2.0,-4.0
48598,3,9,4,9,3.0,-3.0
16991,3,9,4,9,2.0,-4.0
2344,3,9,4,9,2.0,-4.0
24295,3,9,4,10,3.0,-3.0
25585,3,9,4,10,3.0,-3.0
46696,3,9,4,10,2.0,-4.0
8272,3,9,4,11,2.0,-4.0
26413,3,9,4,11,3.0,-3.0
57405,3,9,4,11,2.0,-4.0
2284,3,9,4,11,2.0,-4.0
59501,3,9,4,11,2.0,-4.0
48511,3,9,4,12,3.0,-3.0
50389,3,9,4,12,2.0,-4.0
14474,3,9,4,12,2.0,-4.0
4652,3,9,4,12,2.0,-4.0
67924,3,9,4,12,2.0,-4.0
37807,3,9,4,13,2.0,-4.0
34238,3,9,4,13,2.0,-4.0
45300,3,9,4,13,2.0,-4.0
46486,3,9,4,13,2.0,-4.0
12218,3,9,4,14,3.0,-3.0
22615,3,9,4,14,2.0,-4.0
44336,3,9,4,14,3.0,-3.0
45240,3,9,4,14,2.0,-4.0
11840,6,9,3,-13,-1.0,-4.0
51724,6,9,3,-13,-1.0,-4.0
25984,6,9,3,-13,-1.0,-4.0
23976,6,9,3,-12,-1.0,-4.0
65171,6,9,3,-12,3.0,0.0
29336,6,9,3,-12,-1.0,-4.0
32268,6,9,3,-12,-1.0,-4.0
20862,6,9,3,-12,-1.0,-4.0
48054,6,9,3,-11,0.0,-3.0
22743,6,9,3,-11,0.0,-3.0
47758,6,9,3,-11,0.0,-3.0
10766,6,9,3,-11,-1.0,-4.0
15808,6,9,3,-11,-1.0,-4.0
55222,6,9,3,-11,-1.0,-4.0
55665,6,9,3,-10,0.0,-3.0
23126,6,9,3,-10,-1.0,-4.0
22404,6,9,3,-10,-1.0,-4.0
33224,6,9,3,-10,0.0,-3.0
30671,6,9,3,-10,-1.0,-4.0
7357,6,9,3,-10,-1.0,-4.0
18831,6,9,3,-10,0.0,-3.0
53336,6,9,3,-9,0.0,-3.0
35888,6,9,3,-9,-1.0,-4.0
53715,6,9,3,-9,-1.0,-4.0
6902,6,9,3,-8,-1.0,-4.0
18545,6,9,3,-8,0.0,-3.0
55570,6,9,3,-8,-1.0,-4.0
39341,6,9,3,-8,-1.0,-4.0
14062,6,9,3,-8,-1.0,-4.0
37500,6,9,3,-7,-1.0,-4.0
34636,6,9,3,-7,-1.0,-4.0
14702,6,9,3,-9,0.0,-3.0
50695,6,9,3,-7,0.0,-3.0
31544,6,9,3,-7,-1.0,-4.0
35533,6,9,3,-7,0.0,-3.0
28337,6,9,3,-7,-1.0,-4.0
47736,6,9,3,-7,-1.0,-4.0
54244,6,9,3,-6,-1.0,-4.0
17687,6,9,3,-6,-1.0,-4.0
15953,6,9,3,-6,-1.0,-4.0
50955,6,9,3,-6,-1.0,-4.0
23359,6,9,3,-6,-1.0,-4.0
43359,6,9,3,-6,-1.0,-4.0
45419,6,9,3,-6,-1.0,-4.0
36540,6,9,3,-6,-1.0,-4.0
20151,6,9,3,-6,-1.0,-4.0
15796,6,9,3,-5,3.0,0.0
68561,6,9,3,-5,-1.0,-4.0
48206,6,9,3,-4,-1.0,-4.0
58193,6,9,3,-4,-1.0,-4.0
24721,6,9,3,-4,0.0,-3.0
63980,6,9,3,-4,0.0,-3.0
1514,6,9,3,-4,-1.0,-4.0
35649,6,9,3,-4,-1.0,-4.0
34381,6,9,3,-4,0.0,-3.0
6119,6,9,3,-3,-1.0,-4.0
7323,6,9,3,-3,-1.0,-4.0
34312,6,9,3,-3,-1.0,-4.0
10508,6,9,3,-3,-1.0,-4.0
58344,6,9,3,-3,0.0,-3.0
52152,6,9,3,-3,0.0,-3.0
15461,6,9,3,-3,-1.0,-4.0
38478,6,9,3,-3,-1.0,-4.0
27704,6,9,3,-3,-1.0,-4.0
57825,6,9,3,-3,0.0,-3.0
43008,6,9,3,-2,0.0,-3.0
1398,6,9,3,-2,-1.0,-4.0
2600,6,9,3,-2,-1.0,-4.0
19661,6,9,3,-2,-1.0,-4.0
42797,6,9,3,-2,-1.0,-4.0
3564,6,9,3,-2,-1.0,-4.0
27445,6,9,3,-2,0.0,-3.0
6526,6,9,3,-1,-1.0,-4.0
8842,6,9,3,-1,-1.0,-4.0
10337,6,9,3,-1,1.0,-2.0
31192,6,9,3,-1,-1.0,-4.0
10845,6,9,3,-1,0.0,-3.0
28664,6,9,3,-1,-1.0,-4.0
23811,6,9,3,0,0.0,-3.0
14703,6,9,3,0,0.0,-3.0
39257,6,9,3,0,-1.0,-4.0
62970,6,9,3,0,-1.0,-4.0
18826,6,9,3,0,0.0,-3.0
39412,6,9,3,0,0.0,-3.0
9723,6,9,3,1,-1.0,-4.0
16662,6,9,3,1,0.0,-3.0
9499,6,9,3,1,0.0,-3.0
9157,6,9,3,1,-1.0,-4.0
18945,6,9,3,1,-1.0,-4.0
26296,6,9,3,1,-1.0,-4.0
30550,6,9,3,1,-1.0,-4.0
58145,6,9,3,1,-1.0,-4.0
32653,6,9,3,2,-1.0,-4.0
28738,6,9,3,2,-1.0,-4.0
24029,6,9,3,2,-1.0,-4.0
39648,6,9,3,2,0.0,-3.0
9034,6,9,3,3,-1.0,-4.0
13037,6,9,3,3,0.0,-3.0
62235,6,9,3,3,0.0,-3.0
3417,6,9,3,3,0.0,-3.0
58740,6,9,3,3,-1.0,-4.0
6809,6,9,3,3,0.0,-3.0
53875,6,9,3,3,-1.0,-4.0
49468,6,9,3,4,-1.0,-4.0
44556,6,9,3,4,-1.0,-4.0
55428,6,9,3,4,-1.0,-4.0
62749,6,9,3,4,0.0,-3.0
49168,6,9,3,4,-1.0,-4.0
64587,6,9,3,4,-1.0,-4.0
8215,6,9,3,4,0.0,-3.0
3343,6,9,3,5,-1.0,-4.0
26602,6,9,3,5,-1.0,-4.0
1115,6,9,3,5,-1.0,-4.0
55062,6,9,3,5,-1.0,-4.0
26727,6,9,3,5,-1.0,-4.0
49061,6,9,3,5,-1.0,-4.0
44683,6,9,3,6,-1.0,-4.0
63824,6,9,3,6,-1.0,-4.0
66671,6,9,3,6,-1.0,-4.0
10633,6,9,3,6,-1.0,-4.0
50997,6,9,3,6,-1.0,-4.0
1833,6,9,3,6,-1.0,-4.0
57507,6,9,3,7,-1.0,-4.0
39311,6,9,3,7,0.0,-3.0
30569,6,9,3,7,-1.0,-4.0
57091,6,9,3,7,-1.0,-4.0
67959,6,9,3,7,3.0,0.0
20063,6,9,3,7,0.0,-3.0
60057,6,9,3,7,-1.0,-4.0
18924,6,9,3,8,0.0,-3.0
67326,6,9,3,8,0.0,-3.0
12710,6,9,3,8,3.0,0.0
59295,6,9,3,8,-1.0,-4.0
51980,6,9,3,8,-1.0,-4.0
30303,6,9,3,8,-1.0,-4.0
17748,6,9,3,8,-1.0,-4.0
59447,6,9,3,9,0.0,-3.0
54174,6,9,3,9,3.0,0.0
9912,6,9,3,9,-1.0,-4.0
35688,6,9,3,9,-1.0,-4.0
44206,6,9,3,10,0.0,-3.0
7212,6,9,3,10,0.0,-3.0
61301,6,9,3,10,0.0,-3.0
59286,6,9,3,10,-1.0,-4.0
48782,6,9,3,10,0.0,-3.0
64947,6,9,3,11,3.0,0.0
934,6,9,3,11,-1.0,-4.0
15717,6,9,3,11,-1.0,-4.0
3345,6,9,3,11,-1.0,-4.0
21157,6,9,3,11,-1.0,-4.0
10794,6,9,3,11,-1.0,-4.0
20446,6,9,3,12,-1.0,-4.0
55889,6,9,3,12,0.0,-3.0
38682,6,9,3,12,-1.0,-4.0
54495,6,9,3,12,-1.0,-4.0
57945,6,9,3,12,-1.0,-4.0
25159,6,9,3,12,-1.0,-4.0
53899,6,9,3,12,0.0,-3.0
52311,6,9,3,13,-1.0,-4.0
40049,6,9,3,13,-1.0,-4.0
11247,6,9,3,13,-1.0,-4.0
21348,6,9,3,13,-1.0,-4.0
40614,6,9,3,14,-1.0,-4.0
35159,6,9,3,14,0.0,-3.0
64216,6,9,3,14,0.0,-3.0
58705,6,9,3,14,-1.0,-4.0
46671,6,9,3,14,-1.0,-4.0
12739,6,9,3,14,-1.0,-4.0
13832,6,9,3,14,3.0,0.0
38254,6,9,3,14,0.0,-3.0
67839,6,9,3,14,-1.0,-4.0
16227,6,9,3,15,0.0,-3.0
24340,6,9,3,15,-1.0,-4.0
28966,6,9,3,15,-1.0,-4.0
16653,6,9,3,15,-1.0,-4.0
26809,6,9,3,15,-1.0,-4.0
7073,6,9,3,15,-1.0,-4.0
19148,6,9,3,15,-1.0,-4.0
31958,6,9,3,15,-1.0,-4.0
67784,6,9,3,16,-1.0,-4.0
26378,6,9,3,16,-1.0,-4.0
27376,6,9,3,16,0.0,-3.0
48327,6,9,3,16,0.0,-3.0
47264,6,9,3,16,3.0,0.0
51381,6,9,3,16,-1.0,-4.0
7144,6,9,3,16,-1.0,-4.0
7772,6,9,3,16,-1.0,-4.0
43830,6,9,3,16,-1.0,-4.0
51123,6,9,3,16,-1.0,-4.0
54840,6,9,3,17,-1.0,-4.0
54339,6,9,3,17,0.0,-3.0
47783,6,9,3,17,0.0,-3.0
39794,6,9,3,17,0.0,-3.0
29133,6,9,3,17,-1.0,-4.0
46123,6,9,3,18,-1.0,-4.0
10640,6,9,3,18,-1.0,-4.0
58316,6,9,3,18,-1.0,-4.0
60105,6,9,3,18,-1.0,-4.0
23903,6,9,3,18,0.0,-3.0
2041,6,9,3,18,-1.0,-4.0
229,6,9,3,18,-1.0,-4.0
50412,6,9,3,18,-1.0,-4.0
39126,6,9,3,18,-1.0,-4.0
40787,6,9,3,18,-1.0,-4.0
26736,6,9,3,19,-1.0,-4.0
13090,6,9,3,19,-1.0,-4.0
21177,6,9,3,19,3.0,0.0
25770,6,9,3,19,-1.0,-4.0
62883,6,9,3,19,-1.0,-4.0
54673,6,9,3,19,-1.0,-4.0
38530,6,9,3,19,-1.0,-4.0
66492,6,9,3,20,-1.0,-4.0
26730,6,9,3,20,-1.0,-4.0
25443,6,9,3,20,-1.0,-4.0
70,6,9,3,20,-1.0,-4.0
42094,6,9,3,20,-1.0,-4.0
32589,6,9,3,20,-1.0,-4.0
26706,6,9,3,21,-1.0,-4.0
17607,6,9,3,21,-1.0,-4.0
61382,6,9,3,21,-1.0,-4.0
14684,6,9,3,21,-1.0,-4.0
43674,6,9,3,21,-1.0,-4.0
52231,6,9,3,21,3.0,0.0
53235,6,9,3,21,-1.0,-4.0
33125,6,9,3,21,0.0,-3.0
67351,6,9,3,21,-1.0,-4.0
17780,6,9,3,22,0.0,-3.0
65392,6,9,3,22,0.0,-3.0
23318,6,9,3,22,-1.0,-4.0
42209,6,9,3,22,-1.0,-4.0
33284,6,9,3,22,-1.0,-4.0
36751,6,9,3,22,-1.0,-4.0
24515,6,9,3,22,-1.0,-4.0
30710,6,9,3,23,-1.0,-4.0
7849,6,9,3,23,-1.0,-4.0
29995,6,9,3,23,-1.0,-4.0
15934,6,9,3,23,3.0,0.0
10537,6,9,3,24,-1.0,-4.0
40981,6,9,3,24,0.0,-3.0
61139,6,9,3,24,0.0,-3.0
9197,6,9,3,24,0.0,-3.0
36746,6,9,3,24,0.0,-3.0
7518,6,9,3,24,0.0,-3.0
35865,6,9,3,24,0.0,-3.0
41084,6,9,3,24,-1.0,-4.0
15474,6,9,3,24,-1.0,-4.0
51964,6,9,3,25,-1.0,-4.0
16824,6,9,3,25,-1.0,-4.0
40919,6,9,3,25,0.0,-3.0
19144,6,9,3,25,-1.0,-4.0
66717,6,9,3,25,0.0,-3.0
17024,6,9,3,26,-1.0,-4.0
57571,6,9,3,26,-1.0,-4.0
57320,6,9,3,26,-2.0,-5.0
45190,6,9,3,26,0.0,-3.0
49683,6,9,3,26,-1.0,-4.0
61145,6,9,3,26,-1.0,-4.0
40594,6,9,3,26,-1.0,-4.0
14655,6,9,3,26,-1.0,-4.0
59179,6,9,3,26,0.0,-3.0
42159,6,9,3,27,-1.0,-4.0
36119,6,9,3,27,-1.0,-4.0
41930,6,9,3,27,-1.0,-4.0
16842,6,9,3,27,0.0,-3.0
36262,6,9,3,27,-1.0,-4.0
9291,6,9,3,27,-1.0,-4.0
53921,6,9,3,27,-1.0,-4.0
30630,6,9,3,27,-1.0,-4.0
53923,6,9,3,27,-1.0,-4.0
64771,6,9,3,27,-1.0,-4.0
63022,6,9,3,27,-1.0,-4.0
58132,6,9,3,27,-1.0,-4.0
13205,6,9,3,27,-1.0,-4.0
46672,6,9,3,28,-1.0,-4.0
41432,6,9,3,28,-1.0,-4.0
67956,6,9,3,28,-1.0,-4.0
6551,6,9,3,28,0.0,-3.0
29544,6,9,3,28,-4.0,-7.0
3839,6,9,3,28,-1.0,-4.0
30220,6,9,3,28,-1.0,-4.0
5517,6,9,3,29,-1.0,-4.0
57077,6,9,3,29,-1.0,-4.0
6280,6,9,3,29,-1.0,-4.0
33927,6,9,3,29,-1.0,-4.0
62183,6,9,3,29,-1.0,-4.0
6318,6,9,3,29,-1.0,-4.0
49496,6,9,3,29,-1.0,-4.0
31825,6,9,3,30,-1.0,-4.0
29095,6,9,3,30,-1.0,-4.0
62578,6,9,3,30,-1.0,-4.0
9343,6,9,3,30,-1.0,-4.0
36520,6,9,3,30,-1.0,-4.0
56806,6,9,3,30,0.0,-3.0
51056,6,9,3,30,-1.0,-4.0
17166,6,9,3,31,-1.0,-4.0
51343,6,9,3,31,-1.0,-4.0
14675,6,9,3,32,-1.0,-4.0
8667,6,9,3,32,0.0,-3.0
5005,6,9,3,32,-1.0,-4.0
19359,6,9,3,32,-1.0,-4.0
5610,6,9,3,32,0.0,-3.0
59436,6,9,3,32,-1.0,-4.0
40501,6,9,3,32,-1.0,-4.0
14567,6,9,3,32,-1.0,-4.0
66386,6,9,3,33,-1.0,-4.0
8588,6,9,3,33,-1.0,-4.0
13365,6,9,3,33,-1.0,-4.0
67605,6,9,3,33,-1.0,-4.0
37628,6,9,3,33,-1.0,-4.0
13902,6,9,3,33,0.0,-3.0
2786,6,9,3,34,-1.0,-4.0
6056,6,9,3,34,-1.0,-4.0
27827,6,9,3,34,-1.0,-4.0
9924,6,9,3,34,-1.0,-4.0
66044,6,9,3,34,-1.0,-4.0
13167,6,9,3,34,0.0,-3.0
61162,6,9,3,34,-1.0,-4.0
28330,6,9,3,35,-1.0,-4.0
48985,6,9,3,35,-1.0,-4.0
20865,6,9,3,35,-1.0,-4.0
62887,6,9,3,35,-1.0,-4.0
40051,6,9,3,35,-1.0,-4.0
36193,6,9,3,35,-1.0,-4.0
45997,6,9,3,35,0.0,-3.0
62924,6,9,3,35,0.0,-3.0
30824,6,9,3,35,-1.0,-4.0
50269,6,9,3,36,-1.0,-4.0
47554,6,9,3,36,0.0,-3.0
39877,6,9,3,36,-1.0,-4.0
22978,6,9,3,36,-1.0,-4.0
52291,6,9,3,36,-1.0,-4.0
55585,6,9,3,36,-1.0,-4.0
47110,6,9,3,36,-1.0,-4.0
52248,6,9,3,37,-1.0,-4.0
26330,6,9,3,37,-1.0,-4.0
4192,6,9,3,37,-1.0,-4.0
53917,6,9,3,37,-1.0,-4.0
29870,6,9,3,37,0.0,-3.0
46755,6,9,3,38,-1.0,-4.0
6954,6,9,3,38,0.0,-3.0
55355,6,9,3,38,-2.0,-5.0
32273,6,9,3,38,0.0,-3.0
34848,6,9,3,38,0.0,-3.0
19598,6,9,3,38,-1.0,-4.0
40962,6,9,3,39,-1.0,-4.0
55183,6,9,3,40,0.0,-3.0
19676,6,9,3,40,0.0,-3.0
60763,6,9,3,40,-1.0,-4.0
2789,6,9,3,40,-1.0,-4.0
38284,6,9,3,40,0.0,-3.0
7165,6,9,3,41,-1.0,-4.0
7038,6,9,3,41,-1.0,-4.0
66611,6,9,3,41,-1.0,-4.0
60781,6,9,3,41,-1.0,-4.0
59914,6,9,3,41,-1.0,-4.0
49948,6,9,3,41,-1.0,-4.0
5526,6,9,3,42,-1.0,-4.0
23344,6,9,3,42,-1.0,-4.0
57029,6,9,3,42,-1.0,-4.0
54492,6,9,3,42,0.0,-3.0
49819,6,9,3,42,-1.0,-4.0
44514,6,9,3,42,-1.0,-4.0
20443,6,9,3,43,-1.0,-4.0
24623,6,9,3,43,-1.0,-4.0
67977,6,9,3,43,-1.0,-4.0
36627,6,9,3,44,-1.0,-4.0
56591,6,9,3,44,-1.0,-4.0
52912,6,9,3,44,-1.0,-4.0
10747,6,9,3,44,0.0,-3.0
67213,6,9,3,45,0.0,-3.0
8308,6,9,3,45,-1.0,-4.0
29959,6,9,3,45,-1.0,-4.0
57331,6,9,3,46,0.0,-3.0
12683,6,9,3,46,-1.0,-4.0
9695,6,9,3,46,0.0,-3.0
30201,6,9,3,47,0.0,-3.0
5556,6,9,3,47,0.0,-3.0
36624,6,9,3,47,-1.0,-4.0
2140,6,9,3,47,-1.0,-4.0
20895,6,9,3,48,-1.0,-4.0
28793,6,9,3,48,-1.0,-4.0
21259,6,9,3,48,0.0,-3.0
25815,6,9,3,48,-1.0,-4.0
23641,6,9,3,48,0.0,-3.0
1400,6,9,3,48,-1.0,-4.0
1052,6,9,3,48,-1.0,-4.0
32802,6,9,3,49,-1.0,-4.0
56673,6,9,3,49,-1.0,-4.0
44681,6,9,3,49,0.0,-3.0
13825,6,9,3,49,-1.0,-4.0
10229,6,9,3,49,-1.0,-4.0
41361,6,9,3,49,0.0,-3.0
15085,6,9,3,49,-1.0,-4.0
41494,6,9,3,50,0.0,-3.0
3543,6,9,3,50,0.0,-3.0
44871,6,9,3,50,-1.0,-4.0
7854,6,9,3,50,-1.0,-4.0
53972,6,9,3,50,0.0,-3.0
62984,6,9,3,50,-1.0,-4.0
23660,6,9,3,51,0.0,-3.0
63588,6,9,3,51,-1.0,-4.0
3730,6,9,3,51,-1.0,-4.0
3019,6,9,3,51,-1.0,-4.0
41824,6,9,3,52,0.0,-3.0
44539,6,9,3,52,0.0,-3.0
34799,6,9,3,52,0.0,-3.0
46024,6,9,3,52,0.0,-3.0
33977,6,9,3,52,0.0,-3.0
60030,6,9,3,52,-1.0,-4.0
2886,6,9,3,52,0.0,-3.0
67277,6,9,3,52,-1.0,-4.0
21846,6,9,3,52,-1.0,-4.0
65480,6,9,3,53,-1.0,-4.0
22137,6,9,3,53,-1.0,-4.0
4927,6,9,3,53,0.0,-3.0
60766,6,9,3,54,-1.0,-4.0
61962,6,9,3,54,0.0,-3.0
10937,6,9,3,54,-1.0,-4.0
26385,6,9,3,54,-1.0,-4.0
6239,6,9,3,54,-1.0,-4.0
540,6,9,3,54,-1.0,-4.0
34082,6,9,3,54,0.0,-3.0
10182,6,9,3,54,0.0,-3.0
21899,6,9,3,54,-1.0,-4.0
2674,6,9,3,55,-1.0,-4.0
13714,6,9,3,55,-1.0,-4.0
15436,6,9,3,55,-1.0,-4.0
53826,6,9,3,55,-1.0,-4.0
33244,6,9,3,55,-1.0,-4.0
20258,6,9,3,55,-1.0,-4.0
25935,6,9,3,55,-1.0,-4.0
65065,6,9,3,55,-1.0,-4.0
20459,6,9,3,55,-1.0,-4.0
47011,6,9,3,56,-1.0,-4.0
550,6,9,3,56,0.0,-3.0
29948,6,9,3,56,-1.0,-4.0
65320,6,9,3,56,0.0,-3.0
60669,6,9,3,56,-1.0,-4.0
31163,6,9,3,56,-1.0,-4.0
9966,6,9,3,56,-1.0,-4.0
42203,6,9,3,56,-1.0,-4.0
12569,6,9,3,56,0.0,-3.0
67868,6,9,3,57,-1.0,-4.0
11169,6,9,3,57,-1.0,-4.0
47141,6,9,3,57,0.0,-3.0
31030,6,9,3,57,0.0,-3.0
9306,6,9,3,57,-1.0,-4.0
40060,6,9,3,58,-1.0,-4.0
5383,6,9,3,58,0.0,-3.0
36054,6,9,3,58,0.0,-3.0
52321,6,9,3,58,-1.0,-4.0
39812,6,9,3,58,-1.0,-4.0
5289,6,9,3,58,-1.0,-4.0
41607,6,9,3,58,-1.0,-4.0
17274,6,9,3,58,0.0,-3.0
44673,6,9,3,59,0.0,-3.0
20280,6,9,3,59,0.0,-3.0
37189,6,9,3,59,0.0,-3.0
28771,6,9,3,59,-1.0,-4.0
52682,6,9,3,60,-1.0,-4.0
25545,6,9,3,60,-1.0,-4.0
47113,6,9,3,61,-1.0,-4.0
16724,6,9,3,61,-1.0,-4.0
31693,6,9,3,61,0.0,-3.0
14520,6,9,3,61,-1.0,-4.0
45576,6,9,3,62,0.0,-3.0
33252,6,9,3,62,-1.0,-4.0
2263,6,9,3,62,-1.0,-4.0
47583,6,9,3,63,0.0,-3.0
18251,6,9,3,63,-1.0,-4.0
33889,6,9,3,63,-1.0,-4.0
6487,6,9,3,63,-1.0,-4.0
4872,6,9,3,63,0.0,-3.0
22602,6,9,3,63,-1.0,-4.0
16891,6,9,3,63,-1.0,-4.0
22901,6,9,3,64,-1.0,-4.0
31818,6,9,3,64,-1.0,-4.0
39137,6,9,3,64,-1.0,-4.0
36142,6,9,3,65,-1.0,-4.0
21285,6,9,3,65,-1.0,-4.0
38021,6,9,3,65,0.0,-3.0
52780,6,9,3,65,-1.0,-4.0
44766,6,9,3,65,-1.0,-4.0
65491,6,9,3,65,-1.0,-4.0
31809,6,9,3,65,0.0,-3.0
65402,1,7,2,-64,5.0,-1.0
13358,1,7,2,-64,5.0,-1.0
4134,1,7,2,-64,3.0,-3.0
12667,1,7,2,-64,5.0,-1.0
14238,1,7,2,-64,4.0,-2.0
54327,1,7,2,-64,4.0,-2.0
57447,1,7,2,-64,5.0,-1.0
34640,1,7,2,-64,4.0,-2.0
2622,1,7,2,-63,4.0,-2.0
32914,1,7,2,-63,4.0,-2.0
39834,1,7,2,-63,4.0,-2.0
22804,1,7,2,-63,5.0,-1.0
29678,1,7,2,-62,4.0,-2.0
41520,1,7,2,-62,5.0,-1.0
19666,1,7,2,-62,4.0,-2.0
21032,1,7,2,-62,4.0,-2.0
4387,1,7,2,-62,5.0,-1.0
61352,1,7,2,-61,4.0,-2.0
38749,1,7,2,-61,4.0,-2.0
51258,1,7,2,-61,4.0,-2.0
42824,1,7,2,-61,4.0,-2.0
9650,1,7,2,-61,4.0,-2.0
2851,1,7,2,-61,4.0,-2.0
1209,1,7,2,-61,4.0,-2.0
64604,1,7,2,-60,4.0,-2.0
17076,1,7,2,-60,4.0,-2.0
36055,1,7,2,-60,5.0,-1.0
41105,1,7,2,-60,4.0,-2.0
19307,1,7,2,-60,4.0,-2.0
5166,1,7,2,-60,5.0,-1.0
25745,1,7,2,-59,4.0,-2.0
40747,1,7,2,-59,5.0,-1.0
31057,1,7,2,-59,5.0,-1.0
16665,1,7,2,-59,5.0,-1.0
5099,1,7,2,-59,4.0,-2.0
51753,1,7,2,-59,4.0,-2.0
18002,1,7,2,-58,5.0,-1.0
31266,1,7,2,-58,4.0,-2.0
32012,1,7,2,-58,4.0,-2.0
35769,1,7,2,-57,5.0,-1.0
21138,1,7,2,-57,3.0,-3.0
39228,1,7,2,-56,5.0,-1.0
2108,1,7,2,-56,4.0,-2.0
39027,1,7,2,-56,4.0,-2.0
29811,1,7,2,-56,4.0,-2.0
39486,1,7,2,-56,4.0,-2.0
2218,1,7,2,-56,5.0,-1.0
21538,1,7,2,-56,4.0,-2.0
55243,1,7,2,-56,4.0,-2.0
67135,1,7,2,-56,4.0,-2.0
30003,1,7,2,-55,4.0,-2.0
40040,1,7,2,-55,5.0,-1.0
48674,1,7,2,-55,4.0,-2.0
1982,1,7,2,-55,4.0,-2.0
23089,1,7,2,-55,4.0,-2.0
38779,1,7,2,-54,4.0,-2.0
